"userid","outlet_type","brand_name","business_category","date"
3825691,"online","Amobile.pk","Electronics & Home Appliances","2023-06-20"
3825706,"online","Daraz","Market Place","2023-07-18"
3825709,"online","foodpanda","Food & Restaurants","2023-06-20"
3825736,"online","Daraz","Market Place","2023-06-20"
3825736,"online","Daraz","Market Place","2023-07-11"
3825844,"online","foodpanda","Food & Restaurants","2023-06-23"
3825867,"online","Daraz","Market Place","2023-06-20"
3825867,"online","Daraz","Market Place","2023-06-22"
3825867,"online","foodpanda","Food & Restaurants","2023-06-20"
3825867,"online","foodpanda","Food & Restaurants","2023-06-21"
3825867,"online","foodpanda","Food & Restaurants","2023-06-24"
3825867,"online","foodpanda","Food & Restaurants","2023-06-26"
3825867,"online","foodpanda","Food & Restaurants","2023-07-06"
3825867,"online","foodpanda","Food & Restaurants","2023-07-17"
3826029,"online","foodpanda","Food & Restaurants","2023-06-21"
3826033,"online","foodpanda","Food & Restaurants","2023-06-23"
3826191,"online","foodpanda","Food & Restaurants","2023-06-20"
3826191,"online","foodpanda","Food & Restaurants","2023-06-23"
3826318,"online","Ailaaj","Health & Fitness","2023-07-13"
3826318,"online","foodpanda","Food & Restaurants","2023-06-29"
3826344,"online","foodpanda","Food & Restaurants","2023-07-02"
3826355,"online","Daraz","Market Place","2023-06-21"
3826364,"online","The Skin Fit","Health, Beauty & Gifts","2023-07-24"
3826364,"online","Vegas.pk","Health, Beauty & Gifts","2023-06-25"
3826381,"online","Daraz","Market Place","2023-06-20"
3826513,"online","Daraz","Market Place","2023-06-22"
3826513,"online","Daraz","Market Place","2023-07-30"
3826526,"online","Daraz","Market Place","2023-06-20"
3826560,"online","Daraz","Market Place","2023-06-21"
3826566,"online","Krave Mart","Stores & Grocery","2023-06-20"
3826567,"online","Daraz","Market Place","2023-06-23"
3826623,"online","Daraz","Market Place","2023-07-03"
3826623,"online","Daraz","Market Place","2023-07-05"
3826623,"online","Daraz","Market Place","2023-07-09"
3826623,"online","Daraz","Market Place","2023-07-11"
3826623,"online","Daraz","Market Place","2023-07-14"
3826623,"online","Daraz","Market Place","2023-07-16"
3826623,"online","Daraz","Market Place","2023-07-25"
3826623,"online","Daraz","Market Place","2023-07-26"
3826623,"online","Daraz","Market Place","2023-07-29"
3826623,"online","Daraz","Market Place","2023-07-31"
3826623,"online","IDEAS","Fashion","2023-07-29"
3826623,"online","IFG","Fashion","2023-06-20"
3826623,"online","Metro Cash & Carry","Stores & Grocery","2023-07-03"
3826687,"online","Kuchi's","Food & Restaurants","2023-06-28"
3826687,"online","foodpanda","Food & Restaurants","2023-06-28"
3826731,"online","foodpanda","Food & Restaurants","2023-06-21"
3826785,"online","foodpanda","Food & Restaurants","2023-06-20"
3826842,"online","foodpanda","Food & Restaurants","2023-06-21"
3826850,"online","Daraz","Market Place","2023-06-20"
3826850,"online","foodpanda","Food & Restaurants","2023-06-21"
3826899,"online","foodpanda","Food & Restaurants","2023-06-25"
3826902,"online","Daraz","Market Place","2023-06-20"
3826937,"online","foodpanda","Food & Restaurants","2023-06-21"
3826943,"online","Pizza Max","Food & Restaurants","2023-06-20"
3826976,"online","foodpanda","Food & Restaurants","2023-07-31"
3826988,"online","Daraz","Market Place","2023-07-01"
3826988,"online","Daraz","Market Place","2023-07-08"
3826994,"online","Daraz","Market Place","2023-06-20"
3827034,"online","Daraz","Market Place","2023-06-21"
3827091,"online","foodpanda","Food & Restaurants","2023-06-21"
3827144,"online","GrocerApp","Stores & Grocery","2023-06-20"
3827155,"online","Daraz","Market Place","2023-06-20"
3827192,"online","Bata","Fashion","2023-06-21"
3827241,"online","foodpanda","Food & Restaurants","2023-06-21"
3827318,"online","Daraz","Market Place","2023-07-28"
3827344,"online","Daraz","Market Place","2023-06-20"
3827375,"online","foodpanda","Food & Restaurants","2023-06-21"
3827483,"online","Daraz","Market Place","2023-06-26"
3827505,"online","elo","Fashion","2023-06-21"
3827576,"online","foodpanda","Food & Restaurants","2023-06-22"
3827592,"online","foodpanda","Food & Restaurants","2023-06-21"
3827592,"online","foodpanda","Food & Restaurants","2023-06-27"
3827612,"online","foodpanda","Food & Restaurants","2023-06-20"
3827612,"online","foodpanda","Food & Restaurants","2023-06-22"
3827612,"online","foodpanda","Food & Restaurants","2023-07-02"
3827612,"online","foodpanda","Food & Restaurants","2023-07-07"
3827612,"online","foodpanda","Food & Restaurants","2023-07-20"
3827612,"online","foodpanda","Food & Restaurants","2023-07-22"
3827673,"online","Daraz","Market Place","2023-06-22"
3827701,"online","Daraz","Market Place","2023-06-20"
3827702,"online","foodpanda","Food & Restaurants","2023-07-02"
3827716,"online","Krave Mart","Stores & Grocery","2023-06-20"
3827716,"online","foodpanda","Food & Restaurants","2023-06-22"
3827716,"online","foodpanda","Food & Restaurants","2023-07-07"
3827716,"online","foodpanda","Food & Restaurants","2023-07-08"
3827732,"online","foodpanda","Food & Restaurants","2023-06-25"
3827771,"online","foodpanda","Food & Restaurants","2023-06-21"
3827778,"online","Daraz","Market Place","2023-06-22"
3827780,"online","Pizza Max","Food & Restaurants","2023-07-08"
3827844,"online","Metro Cash & Carry","Stores & Grocery","2023-06-20"
3827855,"online","Krave Mart","Stores & Grocery","2023-06-20"
3827917,"online","foodpanda","Food & Restaurants","2023-06-23"
3827917,"online","foodpanda","Food & Restaurants","2023-07-06"
3828119,"online","Daraz","Market Place","2023-06-21"
3828227,"online","NDURE","Fashion","2023-06-23"
3828228,"online","foodpanda","Food & Restaurants","2023-06-21"
3828261,"online","Daraz","Market Place","2023-06-28"
3828292,"online","DryNutStore","Stores & Grocery","2023-06-20"
3828355,"online","foodpanda","Food & Restaurants","2023-06-21"
3828409,"instore","Dvago","Health & Fitness","2023-06-21"
3828421,"online","Daraz","Market Place","2023-06-20"
3828507,"online","foodpanda","Food & Restaurants","2023-06-22"
3828544,"online","Jazaa","Stores & Grocery","2023-06-24"
3828564,"online","foodpanda","Food & Restaurants","2023-07-04"
3828658,"online","foodpanda","Food & Restaurants","2023-06-22"
3828705,"online","ChiltanPure","Health, Beauty & Gifts","2023-06-20"
3828707,"online","Krave Mart","Stores & Grocery","2023-06-22"
3828707,"online","Krave Mart","Stores & Grocery","2023-07-11"
3828728,"online","foodpanda","Food & Restaurants","2023-06-25"
3828990,"online","foodpanda","Food & Restaurants","2023-06-22"
3829056,"instore","Dvago","Health & Fitness","2023-06-20"
3829095,"online","foodpanda","Food & Restaurants","2023-07-19"
3829178,"online","Daraz","Market Place","2023-07-08"
3829283,"online","foodpanda","Food & Restaurants","2023-06-22"
3829323,"online","foodpanda","Food & Restaurants","2023-06-20"
3829414,"online","Daraz","Market Place","2023-06-22"
3829443,"online","Daraz","Market Place","2023-06-20"
3829459,"online","foodpanda","Food & Restaurants","2023-06-22"
3829461,"online","Daraz","Market Place","2023-06-21"
3829461,"online","foodpanda","Food & Restaurants","2023-06-26"
3829575,"online","Audionic","Electronics & Home Appliances","2023-06-20"
3829634,"online","Daraz","Market Place","2023-06-26"
3829641,"online","foodpanda","Food & Restaurants","2023-07-20"
3829650,"online","foodpanda","Food & Restaurants","2023-06-22"
3829773,"online","OPTP","Food & Restaurants","2023-06-20"
3829782,"online","Daraz","Market Place","2023-07-04"
3829782,"online","Daraz","Market Place","2023-07-05"
3829782,"online","foodpanda","Food & Restaurants","2023-06-23"
3829814,"online","foodpanda","Food & Restaurants","2023-06-23"
3829814,"online","foodpanda","Food & Restaurants","2023-06-24"
3829814,"online","foodpanda","Food & Restaurants","2023-06-29"
3829814,"online","foodpanda","Food & Restaurants","2023-07-01"
3829820,"online","foodpanda","Food & Restaurants","2023-06-24"
3829821,"online","foodpanda","Food & Restaurants","2023-06-20"
3829827,"online","foodpanda","Food & Restaurants","2023-07-20"
3829859,"online","Daraz","Market Place","2023-06-21"
3829926,"online","foodpanda","Food & Restaurants","2023-07-21"
3829931,"online","foodpanda","Food & Restaurants","2023-06-21"
3829944,"online","foodpanda","Food & Restaurants","2023-06-21"
3829950,"online","foodpanda","Food & Restaurants","2023-07-16"
3829974,"online","foodpanda","Food & Restaurants","2023-07-02"
3830029,"online","foodpanda","Food & Restaurants","2023-06-23"
3830049,"online","Daraz","Market Place","2023-06-21"
3830110,"online","Daraz","Market Place","2023-06-21"
3830156,"online","Daraz","Market Place","2023-06-23"
3830180,"online","Daraz","Market Place","2023-07-10"
3830180,"online","Daraz","Market Place","2023-07-11"
3830227,"online","foodpanda","Food & Restaurants","2023-07-25"
3830299,"online","foodpanda","Food & Restaurants","2023-07-08"
3830340,"online","Daraz","Market Place","2023-06-21"
3830340,"online","Daraz","Market Place","2023-06-23"
3830340,"online","Daraz","Market Place","2023-06-26"
3830340,"online","Daraz","Market Place","2023-07-12"
3830369,"online","foodpanda","Food & Restaurants","2023-06-23"
3830395,"online","Daraz","Market Place","2023-06-21"
3830411,"online","Metro Cash & Carry","Stores & Grocery","2023-06-23"
3830413,"online","OPTP","Food & Restaurants","2023-06-26"
3830421,"online","Daraz","Market Place","2023-06-22"
3830437,"online","foodpanda","Food & Restaurants","2023-06-21"
3830442,"online","Metro Cash & Carry","Stores & Grocery","2023-06-23"
3830452,"online","Daraz","Market Place","2023-06-21"
3830452,"online","Daraz","Market Place","2023-07-08"
3830461,"online","Daraz","Market Place","2023-06-21"
3830461,"online","Daraz","Market Place","2023-06-27"
3830493,"online","Metro Cash & Carry","Stores & Grocery","2023-06-23"
3830515,"online","OPTP","Food & Restaurants","2023-06-21"
3830515,"online","OPTP","Food & Restaurants","2023-06-25"
3830515,"online","foodpanda","Food & Restaurants","2023-06-29"
3830525,"online","Metro Cash & Carry","Stores & Grocery","2023-06-23"
3830535,"online","foodpanda","Food & Restaurants","2023-06-21"
3830569,"online","Rivaj","Health, Beauty & Gifts","2023-06-21"
3830573,"online","Metro Cash & Carry","Stores & Grocery","2023-06-23"
3830573,"online","Metro Cash & Carry","Stores & Grocery","2023-06-24"
3830584,"online","foodpanda","Food & Restaurants","2023-07-14"
3830587,"online","foodpanda","Food & Restaurants","2023-06-21"
3830590,"online","foodpanda","Food & Restaurants","2023-06-21"
3830603,"online","foodpanda","Food & Restaurants","2023-06-21"
3830621,"online","foodpanda","Food & Restaurants","2023-06-23"
3830624,"online","Daraz","Market Place","2023-06-24"
3830627,"online","Metro Cash & Carry","Stores & Grocery","2023-06-23"
3830627,"online","Metro Cash & Carry","Stores & Grocery","2023-06-24"
3830648,"online","foodpanda","Food & Restaurants","2023-06-21"
3830649,"online","SAYA","Fashion","2023-07-03"
3830674,"online","foodpanda","Food & Restaurants","2023-06-21"
3830724,"online","Daraz","Market Place","2023-07-01"
3830743,"online","foodpanda","Food & Restaurants","2023-06-25"
3830777,"online","foodpanda","Food & Restaurants","2023-06-23"
3830792,"online","foodpanda","Food & Restaurants","2023-06-23"
3830792,"online","foodpanda","Food & Restaurants","2023-07-30"
3830838,"online","foodpanda","Food & Restaurants","2023-06-21"
3830843,"online","Herbion","Health & Fitness","2023-06-23"
3830851,"online","foodpanda","Food & Restaurants","2023-06-23"
3830891,"online","foodpanda","Food & Restaurants","2023-06-27"
3830891,"online","foodpanda","Food & Restaurants","2023-07-17"
3830943,"online","foodpanda","Food & Restaurants","2023-06-23"
3831019,"online","foodpanda","Food & Restaurants","2023-06-23"
3831066,"online","Daraz","Market Place","2023-06-21"
3831066,"online","Daraz","Market Place","2023-06-22"
3831066,"online","Daraz","Market Place","2023-07-27"
3831071,"online","Day Night Pizza","Food & Restaurants","2023-06-22"
3831118,"online","Daraz","Market Place","2023-06-21"
3831122,"online","foodpanda","Food & Restaurants","2023-07-13"
3831126,"online","Daraz","Market Place","2023-06-21"
3831140,"online","foodpanda","Food & Restaurants","2023-06-23"
3831202,"online","foodpanda","Food & Restaurants","2023-06-23"
3831254,"online","Daraz","Market Place","2023-06-23"
3831258,"online","Daraz","Market Place","2023-06-21"
3831277,"online","foodpanda","Food & Restaurants","2023-06-23"
3831338,"online","foodpanda","Food & Restaurants","2023-06-23"
3831407,"online","Daraz","Market Place","2023-06-24"
3831411,"online","foodpanda","Food & Restaurants","2023-06-23"
3831428,"online","Daraz","Market Place","2023-06-21"
3831434,"online","Daraz","Market Place","2023-06-21"
3831434,"online","Daraz","Market Place","2023-06-26"
3831434,"online","Daraz","Market Place","2023-07-05"
3831434,"online","Daraz","Market Place","2023-07-10"
3831434,"online","Daraz","Market Place","2023-07-11"
3831434,"online","Daraz","Market Place","2023-07-12"
3831434,"online","Daraz","Market Place","2023-07-19"
3831434,"online","Daraz","Market Place","2023-07-23"
3831434,"online","Daraz","Market Place","2023-07-26"
3831434,"online","Daraz","Market Place","2023-07-31"
3831628,"online","Yellow Taxi Pizza","Food & Restaurants","2023-07-02"
3831638,"online","Pizza Max","Food & Restaurants","2023-06-26"
3831638,"online","foodpanda","Food & Restaurants","2023-06-27"
3831638,"online","foodpanda","Food & Restaurants","2023-07-14"
3831658,"online","Daraz","Market Place","2023-06-21"
3831693,"online","foodpanda","Food & Restaurants","2023-06-22"
3831702,"online","Daraz","Market Place","2023-06-21"
3831702,"online","Daraz","Market Place","2023-06-23"
3831702,"online","Daraz","Market Place","2023-06-24"
3831702,"online","Daraz","Market Place","2023-07-31"
3831744,"online","foodpanda","Food & Restaurants","2023-06-21"
3831756,"online","Daraz","Market Place","2023-06-21"
3831782,"online","Daraz","Market Place","2023-07-02"
3831877,"online","Panjeeri Online","Food & Restaurants","2023-06-21"
3831997,"online","Daraz","Market Place","2023-06-21"
3832215,"online","Daraz","Market Place","2023-06-21"
3832252,"online","Naheed.pk","Stores & Grocery","2023-06-21"
3832364,"online","Karachi Haleem","Food & Restaurants","2023-07-01"
3832364,"online","Krave Mart","Stores & Grocery","2023-07-03"
3832454,"online","Naheed.pk","Stores & Grocery","2023-06-24"
3832658,"online","Daraz","Market Place","2023-06-23"
3832822,"online","Frakinstore","Fashion","2023-06-21"
3832850,"online","Daraz","Market Place","2023-07-08"
3832909,"online","IDEAS","Fashion","2023-07-09"
3832909,"online","VINCE","Health, Beauty & Gifts","2023-07-08"
3832910,"online","OPTP","Food & Restaurants","2023-06-22"
3832916,"online","Simply Sufi","Stores & Grocery","2023-06-21"
3833220,"online","Krave Mart","Stores & Grocery","2023-06-27"
3833559,"online","Daraz","Market Place","2023-07-27"
3833616,"online","Simply Sufi","Stores & Grocery","2023-06-21"
3833657,"online","foodpanda","Food & Restaurants","2023-06-23"
3833813,"online","foodpanda","Food & Restaurants","2023-06-25"
3833818,"online","foodpanda","Food & Restaurants","2023-06-21"
3833838,"online","Bin Hashim","Stores & Grocery","2023-06-24"
3833924,"online","foodpanda","Food & Restaurants","2023-06-23"
3833936,"online","Daraz","Market Place","2023-06-21"
3833939,"online","Daraz","Market Place","2023-06-27"
3833942,"online","Krave Mart","Stores & Grocery","2023-06-23"
3833942,"online","Krave Mart","Stores & Grocery","2023-06-28"
3833942,"online","Krave Mart","Stores & Grocery","2023-06-29"
3833942,"online","foodpanda","Food & Restaurants","2023-06-21"
3833942,"online","foodpanda","Food & Restaurants","2023-07-05"
3833942,"online","foodpanda","Food & Restaurants","2023-07-06"
3833982,"online","foodpanda","Food & Restaurants","2023-06-21"
3834090,"online","Daraz","Market Place","2023-06-21"
3834092,"online","foodpanda","Food & Restaurants","2023-06-21"
3834219,"online","foodpanda","Food & Restaurants","2023-07-01"
3834225,"online","Daraz","Market Place","2023-07-27"
3834225,"online","Daraz","Market Place","2023-07-31"
3834337,"online","foodpanda","Food & Restaurants","2023-06-23"
3834388,"online","Saeed Ghani","Health, Beauty & Gifts","2023-07-17"
3834506,"online","foodpanda","Food & Restaurants","2023-06-21"
3834506,"online","foodpanda","Food & Restaurants","2023-06-24"
3834506,"online","foodpanda","Food & Restaurants","2023-06-25"
3834506,"online","foodpanda","Food & Restaurants","2023-07-08"
3834506,"online","foodpanda","Food & Restaurants","2023-07-17"
3834578,"online","foodpanda","Food & Restaurants","2023-06-23"
3834610,"online","Daraz","Market Place","2023-06-21"
3834615,"online","Daraz","Market Place","2023-06-23"
3834656,"online","Saeed Ghani","Health, Beauty & Gifts","2023-07-16"
3834656,"online","foodpanda","Food & Restaurants","2023-06-23"
3834656,"online","foodpanda","Food & Restaurants","2023-07-03"
3834693,"online","foodpanda","Food & Restaurants","2023-06-21"
3834728,"online","foodpanda","Food & Restaurants","2023-06-23"
3834871,"online","Naheed.pk","Stores & Grocery","2023-06-21"
3834875,"online","foodpanda","Food & Restaurants","2023-06-23"
3834884,"online","Bata","Fashion","2023-06-22"
3834910,"online","Daraz","Market Place","2023-06-21"
3834925,"online","foodpanda","Food & Restaurants","2023-06-26"
3834988,"online","foodpanda","Food & Restaurants","2023-07-05"
3834992,"online","foodpanda","Food & Restaurants","2023-06-21"
3835036,"online","foodpanda","Food & Restaurants","2023-06-23"
3835044,"online","foodpanda","Food & Restaurants","2023-06-23"
3835065,"online","Daraz","Market Place","2023-07-19"
3835108,"online","Daraz","Market Place","2023-07-02"
3835120,"online","Daraz","Market Place","2023-06-21"
3835120,"online","Daraz","Market Place","2023-06-25"
3835122,"online","foodpanda","Food & Restaurants","2023-06-25"
3835219,"online","foodpanda","Food & Restaurants","2023-06-21"
3835251,"online","foodpanda","Food & Restaurants","2023-06-21"
3835355,"online","foodpanda","Food & Restaurants","2023-06-23"
3835469,"online","foodpanda","Food & Restaurants","2023-06-23"
3835480,"online","Daraz","Market Place","2023-06-21"
3835480,"online","Daraz","Market Place","2023-06-27"
3835480,"online","Daraz","Market Place","2023-07-02"
3835480,"online","Daraz","Market Place","2023-07-09"
3835480,"online","Daraz","Market Place","2023-07-10"
3835480,"online","Daraz","Market Place","2023-07-30"
3835592,"online","foodpanda","Food & Restaurants","2023-06-23"
3835676,"online","Pizza Max","Food & Restaurants","2023-06-23"
3835689,"online","foodpanda","Food & Restaurants","2023-06-23"
3835796,"online","foodpanda","Food & Restaurants","2023-06-23"
3835799,"online","Caesars Pizza","Food & Restaurants","2023-07-09"
3835799,"online","Caesars Pizza","Food & Restaurants","2023-07-23"
3835799,"online","Yellow Taxi Pizza","Food & Restaurants","2023-06-21"
3835839,"online","foodpanda","Food & Restaurants","2023-06-21"
3836006,"online","Daraz","Market Place","2023-07-29"
3836006,"online","Daraz","Market Place","2023-07-30"
3836006,"online","elo","Fashion","2023-06-21"
3836006,"online","foodpanda","Food & Restaurants","2023-06-21"
3836006,"online","foodpanda","Food & Restaurants","2023-06-28"
3836040,"online","foodpanda","Food & Restaurants","2023-07-23"
3836047,"online","foodpanda","Food & Restaurants","2023-07-03"
3836065,"online","Simply Sufi","Stores & Grocery","2023-06-21"
3836074,"online","Daraz","Market Place","2023-06-25"
3836108,"instore","Karachi Broast","Food & Restaurants","2023-06-21"
3836108,"instore","OPTP","Food & Restaurants","2023-06-22"
3836108,"instore","OPTP","Food & Restaurants","2023-06-23"
3836108,"instore","OPTP","Food & Restaurants","2023-07-04"
3836108,"instore","OPTP","Food & Restaurants","2023-07-08"
3836108,"instore","OPTP","Food & Restaurants","2023-07-10"
3836108,"instore","OPTP","Food & Restaurants","2023-07-11"
3836108,"instore","OPTP","Food & Restaurants","2023-07-13"
3836108,"instore","OPTP","Food & Restaurants","2023-07-15"
3836333,"online","foodpanda","Food & Restaurants","2023-06-25"
3836337,"online","foodpanda","Food & Restaurants","2023-06-21"
3836337,"online","foodpanda","Food & Restaurants","2023-07-09"
3836411,"online","Daraz","Market Place","2023-07-20"
3836411,"online","Daraz","Market Place","2023-07-22"
3836411,"online","Daraz","Market Place","2023-07-27"
3836492,"online","Daraz","Market Place","2023-07-28"
3836492,"online","Daraz","Market Place","2023-07-29"
3836492,"online","Daraz","Market Place","2023-07-30"
3836492,"online","Daraz","Market Place","2023-07-31"
3836492,"online","IDEAS","Fashion","2023-07-01"
3836500,"online","foodpanda","Food & Restaurants","2023-06-22"
3836579,"online","foodpanda","Food & Restaurants","2023-06-23"
3836579,"online","foodpanda","Food & Restaurants","2023-06-27"
3836579,"online","foodpanda","Food & Restaurants","2023-07-11"
3836584,"online","Daraz","Market Place","2023-06-23"
3836584,"online","Daraz","Market Place","2023-06-24"
3836623,"online","Daraz","Market Place","2023-06-28"
3836623,"online","elo","Fashion","2023-07-29"
3836623,"online","elo","Fashion","2023-07-31"
3836623,"online","foodpanda","Food & Restaurants","2023-07-03"
3836623,"online","foodpanda","Food & Restaurants","2023-07-29"
3836672,"online","Daraz","Market Place","2023-06-21"
3836729,"online","foodpanda","Food & Restaurants","2023-06-21"
3836734,"online","foodpanda","Food & Restaurants","2023-06-26"
3836763,"online","Red Apple","Food & Restaurants","2023-06-25"
3836837,"online","Daraz","Market Place","2023-06-21"
3836854,"online","Daraz","Market Place","2023-06-22"
3836854,"online","Daraz","Market Place","2023-07-09"
3836856,"online","Daraz","Market Place","2023-06-26"
3836856,"online","Karachi Fried House","Food & Restaurants","2023-07-03"
3836856,"online","Metro Cash & Carry","Stores & Grocery","2023-07-29"
3836856,"online","Metro Cash & Carry","Stores & Grocery","2023-07-31"
3836856,"online","foodpanda","Food & Restaurants","2023-07-01"
3836856,"online","foodpanda","Food & Restaurants","2023-07-08"
3836862,"online","Daraz","Market Place","2023-06-21"
3836862,"online","Daraz","Market Place","2023-06-22"
3836879,"online","Bata","Fashion","2023-07-17"
3836928,"instore","OPTP","Food & Restaurants","2023-06-29"
3837015,"online","Metro Cash & Carry","Stores & Grocery","2023-06-21"
3837056,"online","Daraz","Market Place","2023-06-27"
3837061,"online","Krave Mart","Stores & Grocery","2023-07-06"
3837061,"online","foodpanda","Food & Restaurants","2023-06-28"
3837061,"online","foodpanda","Food & Restaurants","2023-07-07"
3837104,"online","foodpanda","Food & Restaurants","2023-06-21"
3837134,"online","Daraz","Market Place","2023-06-21"
3837206,"online","Daraz","Market Place","2023-06-21"
3837206,"online","Daraz","Market Place","2023-07-07"
3837311,"online","Metro Cash & Carry","Stores & Grocery","2023-07-04"
3837311,"online","Metro Cash & Carry","Stores & Grocery","2023-07-30"
3837311,"online","foodpanda","Food & Restaurants","2023-06-25"
3837316,"online","Dazzle by Sarah","Fashion","2023-06-21"
3837316,"online","foodpanda","Food & Restaurants","2023-06-21"
3837316,"online","foodpanda","Food & Restaurants","2023-06-25"
3837316,"online","foodpanda","Food & Restaurants","2023-06-26"
3837383,"online","Daraz","Market Place","2023-06-26"
3837424,"online","ChiltanPure","Health, Beauty & Gifts","2023-07-19"
3837424,"online","ChiltanPure","Health, Beauty & Gifts","2023-07-20"
3837438,"online","OPTP","Food & Restaurants","2023-06-21"
3837615,"online","foodpanda","Food & Restaurants","2023-07-07"
3837623,"online","Daraz","Market Place","2023-06-22"
3837718,"online","Daraz","Market Place","2023-06-26"
3837865,"online","Zeek Store","Fashion","2023-06-21"
3837893,"online","Ailaaj","Health & Fitness","2023-07-22"
3837893,"online","Bata","Fashion","2023-06-21"
3837896,"online","Daraz","Market Place","2023-06-21"
3837950,"online","Daraz","Market Place","2023-06-21"
3837960,"online","Daraz","Market Place","2023-06-21"
3837964,"online","foodpanda","Food & Restaurants","2023-07-22"
3837968,"online","Daraz","Market Place","2023-06-21"
3837986,"online","Daraz","Market Place","2023-06-21"
3838015,"online","Daraz","Market Place","2023-06-21"
3838017,"online","Healthwire","Health & Fitness","2023-07-12"
3838063,"online","foodpanda","Food & Restaurants","2023-06-21"
3838076,"online","Daraz","Market Place","2023-06-21"
3838076,"online","Daraz","Market Place","2023-06-26"
3838121,"instore","Fredrigos Pizza","Food & Restaurants","2023-06-21"
3838121,"instore","Fredrigos Pizza","Food & Restaurants","2023-06-22"
3838121,"instore","Fredrigos Pizza","Food & Restaurants","2023-06-26"
3838121,"instore","Fredrigos Pizza","Food & Restaurants","2023-06-27"
3838121,"instore","Karanchee Biryani & Broast","Food & Restaurants","2023-06-28"
3838128,"online","Daraz","Market Place","2023-06-21"
3838137,"online","foodpanda","Food & Restaurants","2023-06-21"
3838238,"online","Day Night Pizza","Food & Restaurants","2023-07-07"
3838238,"online","Edenrobe","Fashion","2023-06-21"
3838238,"online","SAYA","Fashion","2023-07-07"
3838239,"online","Daraz","Market Place","2023-06-21"
3838239,"online","Daraz","Market Place","2023-06-23"
3838239,"online","Daraz","Market Place","2023-06-30"
3838248,"online","Daraz","Market Place","2023-07-12"
3838293,"online","foodpanda","Food & Restaurants","2023-07-01"
3838332,"online","Daraz","Market Place","2023-06-21"
3838369,"online","Daraz","Market Place","2023-06-23"
3838376,"online","Daraz","Market Place","2023-07-16"
3838405,"online","Sveston Watches","Fashion","2023-06-21"
3838408,"online","Daraz","Market Place","2023-06-25"
3838409,"online","foodpanda","Food & Restaurants","2023-06-21"
3838427,"online","Daraz","Market Place","2023-06-21"
3838502,"online","foodpanda","Food & Restaurants","2023-06-26"
3838592,"online","Simply Sufi","Stores & Grocery","2023-06-21"
3838645,"online","Daraz","Market Place","2023-06-21"
3838758,"online","Daraz","Market Place","2023-06-21"
3838790,"online","Scents'n Stories","Health, Beauty & Gifts","2023-06-21"
3838820,"online","Krave Mart","Stores & Grocery","2023-07-18"
3838854,"online","elo","Fashion","2023-06-24"
3838886,"online","foodpanda","Food & Restaurants","2023-06-21"
3838945,"online","foodpanda","Food & Restaurants","2023-06-22"
3838945,"online","foodpanda","Food & Restaurants","2023-06-28"
3838967,"online","Krave Mart","Stores & Grocery","2023-06-21"
3838976,"online","Telenor","Services & Utilities","2023-06-21"
3838976,"online","Telenor","Services & Utilities","2023-06-28"
3838997,"online","Pizza Max","Food & Restaurants","2023-07-07"
3838997,"online","Pizza Max","Food & Restaurants","2023-07-11"
3838997,"online","Pizza Max","Food & Restaurants","2023-07-15"
3838997,"online","Pizza Max","Food & Restaurants","2023-07-16"
3838997,"online","Pizza Max","Food & Restaurants","2023-07-17"
3838997,"online","Pizza Max","Food & Restaurants","2023-07-20"
3838997,"online","Pizza Max","Food & Restaurants","2023-07-23"
3838997,"online","Pizza Max","Food & Restaurants","2023-07-25"
3838997,"online","Pizza Max","Food & Restaurants","2023-07-28"
3838997,"online","Pizza Max","Food & Restaurants","2023-07-29"
3838997,"online","foodpanda","Food & Restaurants","2023-06-27"
3838997,"online","foodpanda","Food & Restaurants","2023-06-28"
3839034,"online","foodpanda","Food & Restaurants","2023-06-21"
3839055,"online","Edenrobe","Fashion","2023-06-24"
3839055,"online","Edenrobe","Fashion","2023-06-25"
3839087,"online","foodpanda","Food & Restaurants","2023-06-21"
3839108,"online","Daraz","Market Place","2023-07-25"
3839108,"online","Daraz","Market Place","2023-07-28"
3839108,"online","foodpanda","Food & Restaurants","2023-06-21"
3839108,"online","foodpanda","Food & Restaurants","2023-06-27"
3839108,"online","foodpanda","Food & Restaurants","2023-07-05"
3839112,"online","foodpanda","Food & Restaurants","2023-07-16"
3839112,"online","foodpanda","Food & Restaurants","2023-07-17"
3839112,"online","foodpanda","Food & Restaurants","2023-07-27"
3839172,"online","foodpanda","Food & Restaurants","2023-06-21"
3839192,"online","Pizza Max","Food & Restaurants","2023-06-21"
3839192,"online","Pizza Max","Food & Restaurants","2023-07-02"
3839192,"online","Pizza Max","Food & Restaurants","2023-07-24"
3839192,"online","foodpanda","Food & Restaurants","2023-06-21"
3839199,"online","Daraz","Market Place","2023-06-22"
3839267,"online","foodpanda","Food & Restaurants","2023-06-21"
3839292,"online","foodpanda","Food & Restaurants","2023-06-21"
3839298,"online","Maryland Desserts","Food & Restaurants","2023-06-21"
3839340,"online","Audionic","Electronics & Home Appliances","2023-06-25"
3839356,"online","Daraz","Market Place","2023-06-21"
3839431,"online","foodpanda","Food & Restaurants","2023-06-21"
3839571,"online","foodpanda","Food & Restaurants","2023-06-26"
3839586,"online","foodpanda","Food & Restaurants","2023-06-21"
3839735,"online","Daraz","Market Place","2023-06-21"
3839735,"online","Daraz","Market Place","2023-06-27"
